MDMAUD,AGE,SESNEI,UCITY,TIMEDIFF,NUMCHLD,INCOME,WEALTH1,HIT,RAMNTALL,LASTDATE,CONTROLN
XXXX,47.0,1,S,30,3.0,7.0,9.0,13,105.0,9504,129613
XXXX,,2,R,18,,5.0,4.0,0,120.0,9611,185980
XXXX,54.0,1,T,30,,6.0,8.0,1,200.0,9512,16680
XXXX,,2,T,18,,,,0,173.0,9606,2310
XXXX,56.0,3,C,30,,5.0,5.0,1,20.0,9507,174564
XXXX,54.0,1,T,18,,7.0,9.0,0,95.0,9610,186558
XXXX,75.0,2,T,18,,5.0,6.0,2,106.0,9603,167507
XXXX,,2,R,18,,,,0,103.0,9601,81307
XXXX,75.0,2,S,30,,2.0,,0,129.0,9512,5384
XXXX,82.0,1,C,30,,5.0,7.0,0,46.0,9512,36070
XXXX,71.0,3,C,18,,2.0,2.0,2,86.0,9602,42889
XXXX,85.0,,,30,,5.0,9.0,2,258.0,9509,5667
XXXX,69.0,2,T,18,,,,0,132.0,9602,58926
XXXX,51.0,2,R,30,1.0,5.0,1.0,5,143.0,9504,170951
XXXX,,3,R,30,,4.0,1.0,0,47.0,9508,22522
XXXX,77.0,2,R,18,,3.0,2.0,13,164.0,9602,9407
XXXX,86.0,1,S,18,,5.0,8.0,22,604.0,9605,1017
XXXX,86.0,,,18,,4.0,,0,67.0,9602,10994
XXXX,75.0,3,U,30,,1.0,2.0,7,147.0,9512,125520
XXXX,,3,R,30,,,,0,40.0,9511,120478
XXXX,,1,T,30,,,,0,15.0,9506,22555
XXXX,,1,S,30,,,,0,122.0,9507,78919
XXXX,67.0,2,S,30,,2.0,6.0,19,51.0,9512,41379
XXXX,78.0,2,R,18,,4.0,5.0,0,202.0,9612,186935
XXXX,64.0,2,T,30,,1.0,0.0,1,55.0,9507,156068
XXXX,70.0,3,C,30,2.0,3.0,1.0,3,45.0,9511,125398
XXXX,46.0,3,R,18,,7.0,4.0,1,20.0,9601,56287
XXXX,,2,T,18,,5.0,7.0,0,228.0,9602,51561
XXXX,80.0,1,U,30,,5.0,8.0,8,30.0,9509,28157
XXXX,,1,C,30,,,,0,144.0,9509,36971
XXXX,77.0,1,U,18,,,,0,82.0,9602,33
XXXX,,3,S,30,,,,0,25.0,9506,149929
XXXX,82.0,3,C,18,,4.0,1.0,1,76.0,9610,186642
XXXX,,2,T,30,,,,0,59.0,9510,141353
XXXX,74.0,2,T,30,1.0,2.0,8.0,1,28.0,9512,56098
XXXX,36.0,2,S,30,1.0,4.0,,0,104.0,9512,122091
XXXX,86.0,1,S,18,,3.0,,0,217.0,9610,14111
XXXX,53.0,1,S,18,1.0,7.0,8.0,2,80.0,9601,115896
XXXX,48.0,3,C,18,,2.0,2.0,12,51.0,9602,119427
XXXX,28.0,2,S,18,,3.0,6.0,1,42.0,9603,139752
XXXX,23.0,1,S,18,1.0,7.0,9.0,4,65.0,9601,68666
XXXX,86.0,2,T,30,,5.0,,0,73.0,9512,61046
XXXX,87.0,1,S,30,,5.0,,0,125.0,9512,125628
XXXX,90.0,1,S,18,,7.0,9.0,3,95.0,9603,166524
XXXX,74.0,2,T,30,,4.0,6.0,2,65.0,9512,51998
XXXX,48.0,2,C,30,,6.0,8.0,1,77.0,9512,39944
XXXX,51.0,1,U,30,,6.0,8.0,2,15.0,9512,144243
XXXX,66.0,2,R,18,,2.0,,0,43.0,9601,117759
XXXX,,2,R,18,,,,0,52.0,9602,61721
XXXX,36.0,3,C,30,,1.0,,0,20.0,9509,115943
XXXX,,2,U,30,,,,0,64.0,9508,153284
XXXX,56.0,2,R,30,,6.0,,0,40.0,9512,183572
XXXX,79.0,3,U,18,,1.0,2.0,2,98.0,9603,155376
XXXX,60.0,1,S,18,1.0,7.0,9.0,17,23.0,9601,34358
XXXX,22.0,2,T,18,1.0,5.0,,0,26.0,9602,16293
XXXX,38.0,1,S,30,3.0,5.0,,0,37.0,9512,161523
XXXX,92.0,2,T,30,,2.0,6.0,11,107.0,9511,75875
XXXX,,3,U,30,,,,0,67.0,9504,104590
XXXX,45.0,1,T,30,,6.0,9.0,3,73.0,9511,144786
XXXX,,1,C,18,,2.0,5.0,0,36.0,9602,183904
XXXX,68.0,2,U,30,,1.0,,0,214.0,9509,68095
XXXX,54.0,1,T,30,,6.0,8.0,8,175.0,9512,47798
XXXX,,1,S,30,,,,0,20.0,9510,84118
XXXX,,2,R,30,,1.0,5.0,0,92.5,9512,64460
XXXX,,1,S,30,,,,0,71.0,9506,10982
XXXX,70.0,3,R,18,,3.0,2.0,1,38.0,9602,85090
XXXX,,3,C,30,,,,0,80.0,9511,42804
XXXX,45.0,3,R,18,1.0,3.0,2.0,0,20.0,9603,98242
XXXX,79.0,1,S,18,,5.0,6.0,2,203.0,9603,166893
XXXX,79.0,1,U,18,,7.0,9.0,1,582.0,9601,14285
XXXX,61.0,4,U,30,,1.0,3.0,0,49.0,9512,59881
XXXX,45.0,2,U,30,,,,0,69.0,9512,162926
XXXX,88.0,3,C,30,,1.0,0.0,1,270.0,9512,10405
XXXX,46.0,1,S,30,4.0,4.0,9.0,16,43.0,9512,83083
XXXX,48.0,2,S,18,,5.0,,0,20.0,9601,122098
XXXX,60.0,1,S,18,,6.0,9.0,27,200.0,9601,24986
XXXX,,2,R,18,,3.0,4.0,0,71.0,9601,83317
XXXX,90.0,2,R,30,,2.0,1.0,10,129.0,9512,12750
XXXX,70.0,3,U,18,,,,0,80.0,9602,142670
XXXX,,2,C,30,,,,0,92.0,9506,64336
XXXX,66.0,2,T,30,,5.0,6.0,2,152.0,9507,20207
XXXX,32.0,2,T,30,2.0,4.0,6.0,2,42.0,9512,57159
XXXX,,2,C,30,,,,0,100.0,9505,86963
XXXX,,3,T,30,,,,0,20.0,9509,140177
XXXX,,2,R,18,,4.0,,0,83.0,9601,57235
XXXX,,4,U,30,,,,0,88.0,9511,127033
XXXX,,2,R,18,,1.0,1.0,0,175.0,9603,29306
XXXX,96.0,1,U,30,,3.0,9.0,1,45.0,9508,153172
XXXX,,2,S,30,,1.0,8.0,2,102.0,9506,49556
XXXX,39.0,1,U,30,,7.0,8.0,1,46.0,9509,88764
XXXX,74.0,2,C,30,,3.0,,0,83.0,9505,90471
XXXX,,2,R,18,,,,0,130.0,9601,87600
XXXX,38.0,2,R,18,1.0,4.0,,0,111.0,9602,49011
XXXX,86.0,1,C,30,,4.0,4.0,7,99.0,9505,180287
XXXX,20.0,1,T,30,,5.0,,0,15.0,9507,117655
XXXX,66.0,2,T,30,,1.0,,0,126.0,9504,110750
XXXX,59.0,2,S,30,,6.0,5.0,1,130.0,9512,91842
XXXX,66.0,1,R,30,,4.0,8.0,1,49.0,9511,104926
XXXX,54.0,2,R,30,,5.0,,0,45.0,9512,74398
XXXX,65.0,3,C,30,,1.0,,0,160.0,9512,145931
XXXX,61.0,2,S,30,,5.0,6.0,2,15.0,9510,83777
XXXX,51.0,2,R,30,,2.0,5.0,13,146.0,9512,61727
XXXX,69.0,1,S,18,,7.0,9.0,2,98.0,9601,109819
XXXX,58.0,1,U,30,,7.0,7.0,1,50.0,9506,144201
XXXX,54.0,1,T,18,,7.0,9.0,0,25.0,9602,82413
XXXX,,3,R,18,,5.0,,0,74.0,9602,101305
XXXX,52.0,2,R,18,,1.0,,0,37.0,9601,108774
XXXX,,2,R,30,,3.0,2.0,25,71.0,9512,44970
XXXX,87.0,1,C,18,,4.0,7.0,31,46.0,9602,35442
XXXX,,3,T,18,,7.0,8.0,14,161.0,9602,11058
XXXX,,2,T,30,,,,0,25.0,9510,59708
XXXX,66.0,1,S,18,1.0,6.0,9.0,3,74.0,9602,158586
XXXX,,1,S,18,,,,0,100.0,9602,162578
XXXX,74.0,2,T,18,,4.0,7.0,30,37.0,9601,140471
XXXX,74.0,1,S,30,,6.0,7.0,9,256.0,9512,95000
XXXX,73.0,3,U,30,,,,0,209.0,9512,13811
XXXX,38.0,2,T,18,,5.0,,0,20.0,9601,42270
XXXX,98.0,3,C,18,,1.0,,0,118.0,9602,124230
XXXX,42.0,2,S,18,2.0,5.0,,0,47.0,9602,89486
XXXX,34.0,2,R,30,2.0,3.0,,0,30.0,9510,15949
XXXX,,2,T,30,,,,0,65.0,9512,160415
XXXX,72.0,1,S,30,,5.0,7.0,0,108.0,9511,131819
XXXX,,1,S,30,,,,0,40.0,9509,161949
XXXX,,2,C,30,,3.0,2.0,36,201.0,9511,152690
XXXX,96.0,2,S,30,,2.0,,0,87.0,9512,129586
XXXX,,2,R,30,,5.0,,0,251.95,9506,177038
XXXX,68.0,2,R,30,,1.0,6.0,0,73.0,9512,52179
XXXX,72.0,1,T,30,,4.0,,0,96.0,9511,22495
XXXX,,1,C,30,,3.0,4.0,4,52.0,9509,180784
XXXX,,1,U,30,,,,0,92.0,9512,179619
XXXX,78.0,2,R,18,,6.0,,0,309.0,9603,124568
XXXX,,,,30,,6.0,9.0,2,50.0,9507,144860
XXXX,,2,T,18,,2.0,,0,55.0,9601,62851
D2CM,83.0,1,S,30,,5.0,9.0,0,590.0,9511,3721
XXXX,44.0,2,S,30,,4.0,,0,105.0,9510,36833
XXXX,80.0,2,S,30,,2.0,,0,124.0,9510,106905
XXXX,84.0,2,R,30,,3.0,8.0,1,90.0,9504,76905
XXXX,74.0,1,S,30,,5.0,9.0,1,64.0,9504,163734
XXXX,34.0,1,U,30,,6.0,8.0,1,142.0,9506,92941
XXXX,51.0,1,U,30,,,,0,119.0,9512,179711
XXXX,80.0,1,S,18,,6.0,9.0,13,20.0,9601,158100
XXXX,,2,C,18,,,,0,77.0,9602,68985
XXXX,,1,U,18,,4.0,8.0,0,222.0,9602,157002
XXXX,50.0,2,R,30,,3.0,,0,58.0,9507,27786
XXXX,,3,T,30,2.0,3.0,,0,23.0,9511,108765
XXXX,,3,S,18,,,,0,93.0,9602,11217
XXXX,88.0,2,U,18,,6.0,6.0,12,280.0,9603,147280
XXXX,62.0,1,T,30,,4.0,,0,55.0,9505,103773
XXXX,81.0,2,C,30,,2.0,2.0,1,117.0,9506,46199
XXXX,58.0,1,U,30,1.0,4.0,7.0,0,251.0,9512,141018
XXXX,,1,U,30,,,,0,30.0,9510,142900
XXXX,,2,S,30,,,,0,55.0,9512,105803
XXXX,37.0,3,R,18,,2.0,2.0,3,159.0,9602,40763
XXXX,37.0,2,S,18,,2.0,7.0,0,80.0,9602,53740
XXXX,61.0,1,S,18,,6.0,9.0,9,41.0,9603,77102
XXXX,32.0,3,S,30,,3.0,3.0,1,96.0,9504,137128
XXXX,50.0,1,S,30,,4.0,9.0,1,88.0,9512,184681
XXXX,,2,R,18,,5.0,,0,51.0,9601,51184
XXXX,66.0,2,R,30,,3.0,4.0,0,91.0,9504,42356
XXXX,56.0,2,U,18,,2.0,7.0,7,240.0,9603,179952
XXXX,66.0,2,C,30,,4.0,5.0,11,55.0,9509,84614
XXXX,54.0,3,S,18,,5.0,4.0,1,182.0,9601,36019
XXXX,58.0,2,T,30,,5.0,,0,15.0,9510,178129
XXXX,49.0,2,T,30,,7.0,,0,80.0,9512,174814
XXXX,80.0,1,C,30,,5.0,7.0,2,54.0,9509,137497
XXXX,,2,C,30,,3.0,6.0,32,55.0,9512,132532
XXXX,63.0,2,S,18,,,,0,112.0,9601,176225
XXXX,68.0,1,T,30,,1.0,9.0,0,146.0,9512,64569
XXXX,72.0,1,C,30,1.0,4.0,,0,15.0,9505,119160
XXXX,68.0,2,S,18,,3.0,8.0,1,43.0,9603,76576
XXXX,62.0,2,S,30,,,,0,85.0,9509,165846
XXXX,50.0,2,T,18,,,,0,114.0,9601,42181
XXXX,36.0,2,R,30,,3.0,1.0,2,77.0,9509,132213
XXXX,41.0,1,T,18,,7.0,9.0,10,151.0,9601,117900
XXXX,43.0,1,C,30,,5.0,6.0,0,392.0,9507,90502
XXXX,47.0,1,S,30,,5.0,7.0,12,185.0,9506,164368
XXXX,56.0,1,S,30,,7.0,9.0,1,30.0,9512,131495
XXXX,87.0,2,C,30,,4.0,,0,63.0,9504,40076
XXXX,,,,30,,,,0,86.0,9512,144889
XXXX,47.0,2,C,30,,,,0,151.0,9510,80781
XXXX,,3,C,30,,,,0,66.0,9511,150080
XXXX,83.0,2,R,18,,3.0,1.0,4,113.0,9601,84428
XXXX,,3,R,18,,,,0,22.0,9602,113832
XXXX,,3,C,30,,,,0,51.0,9512,105152
XXXX,,3,U,18,,,,0,25.0,9603,94024
XXXX,66.0,2,U,18,,2.0,3.0,0,103.0,9601,170616
XXXX,61.0,2,R,30,,6.0,,0,208.0,9511,64605
XXXX,,2,C,18,,,,0,163.0,9603,98369
XXXX,58.0,2,R,30,,4.0,4.0,6,79.0,9512,178002
XXXX,53.0,2,R,30,,7.0,,0,190.0,9512,103957
XXXX,34.0,1,U,30,,5.0,6.0,0,25.0,9509,162798
XXXX,41.0,1,R,30,,5.0,8.0,11,72.0,9503,123075
XXXX,44.0,2,R,18,2.0,4.0,,0,120.0,9601,59021
XXXX,38.0,1,T,30,2.0,4.0,9.0,2,68.0,9512,18187
XXXX,74.0,2,T,30,,3.0,8.0,9,160.0,9511,113928
XXXX,,3,C,30,,2.0,,0,241.0,9506,18287
XXXX,,2,C,18,,2.0,7.0,0,65.0,9601,30837
XXXX,42.0,2,U,18,,,,0,71.0,9602,130065
XXXX,,1,S,30,,,,0,45.0,9510,145109
XXXX,33.0,2,T,30,4.0,4.0,8.0,4,76.0,9512,109938
XXXX,,2,T,18,,4.0,7.0,0,35.0,9603,140606
XXXX,66.0,2,T,30,,1.0,3.0,23,255.0,9506,160367
XXXX,56.0,1,S,18,,7.0,9.0,3,150.0,9601,68903
XXXX,56.0,3,U,18,,5.0,,0,43.0,9601,41633
XXXX,75.0,1,T,18,1.0,7.0,9.0,16,138.0,9601,123437
XXXX,37.0,1,S,30,,,,0,133.0,9512,128933
XXXX,78.0,2,R,30,,6.0,,0,139.0,9512,171057
XXXX,,3,U,18,,,,0,20.0,9602,117016
XXXX,,2,R,18,,3.0,,0,74.0,9602,95126
XXXX,,1,S,30,,,,0,112.0,9507,162236
XXXX,50.0,3,C,30,,4.0,0.0,2,138.0,9509,121912
XXXX,,1,T,4,,,,0,77.0,9702,189640
XXXX,85.0,2,R,30,,,,0,98.0,9510,85602
XXXX,,2,C,30,,,,0,25.0,9511,42955
XXXX,23.0,3,R,18,1.0,4.0,1.0,0,33.0,9603,124469
XXXX,37.0,1,T,18,3.0,7.0,7.0,5,507.0,9607,2790
XXXX,,2,R,30,,4.0,,0,174.0,9512,86831
XXXX,,3,C,30,,,,0,44.0,9509,19832
XXXX,75.0,2,R,30,,3.0,,0,482.0,9510,120136
XXXX,51.0,2,S,30,,,,0,48.0,9511,36443
XXXX,64.0,2,U,30,2.0,5.0,7.0,2,55.0,9509,141531
XXXX,71.0,2,C,18,,4.0,7.0,15,63.0,9602,43616
XXXX,56.0,1,R,30,,5.0,3.0,0,128.0,9508,154249
XXXX,35.0,2,R,30,,5.0,5.0,0,25.0,9506,77500
XXXX,87.0,3,T,30,,1.0,1.0,11,141.0,9503,98957
XXXX,45.0,3,R,30,1.0,5.0,0.0,11,222.0,9503,176933
XXXX,80.0,2,T,18,,1.0,,0,167.0,9603,132019
XXXX,62.0,,,18,,5.0,9.0,0,65.0,9601,27398
XXXX,76.0,2,T,30,,1.0,,0,83.0,9512,59315
XXXX,,2,T,30,,,,0,76.0,9512,187886
XXXX,72.0,2,T,30,,,,0,20.0,9510,140645
XXXX,65.0,1,C,18,,4.0,,0,94.0,9612,188362
XXXX,48.0,2,U,30,,,,0,161.0,9512,94058
XXXX,,2,R,18,,1.0,1.0,4,78.0,9602,114970
XXXX,88.0,2,S,30,,1.0,6.0,5,42.0,9512,180070
XXXX,,1,T,30,,,,0,166.0,9505,106429
XXXX,22.0,2,T,30,,,,0,59.0,9505,66076
XXXX,,2,R,30,,7.0,5.0,19,56.0,9512,107349
XXXX,,1,U,18,,,,0,27.0,9601,144907
XXXX,85.0,3,S,30,,1.0,,0,49.0,9511,106768
XXXX,58.0,1,S,30,,4.0,,0,137.0,9510,131818
XXXX,,2,C,30,,1.0,0.0,0,50.0,9506,55219
XXXX,,2,S,30,,,,0,34.0,9511,148692
XXXX,35.0,2,S,18,,2.0,5.0,3,20.0,9602,100105
XXXX,61.0,3,R,30,,4.0,3.0,30,375.0,9512,96858
XXXX,,3,U,30,,,,0,182.0,9511,135862
XXXX,59.0,3,C,30,,4.0,0.0,19,96.0,9508,110087
XXXX,63.0,2,S,30,,,,0,175.52,9510,36839
XXXX,,2,T,30,,1.0,,0,40.0,9509,34775
XXXX,84.0,1,S,30,,3.0,8.0,27,212.0,9512,33048
XXXX,79.0,2,T,30,,2.0,6.0,6,46.0,9511,71300
XXXX,75.0,3,C,30,,3.0,,0,81.0,9504,102212
XXXX,,2,R,30,,,,0,62.0,9512,33696
XXXX,87.0,2,S,30,,1.0,7.0,2,80.0,9507,66354
XXXX,61.0,2,R,30,,6.0,0.0,0,15.0,9510,176317
XXXX,35.0,1,T,30,,7.0,8.0,5,70.0,9512,89235
XXXX,84.0,1,S,18,,5.0,5.0,20,34.0,9602,167633
XXXX,71.0,2,S,30,,3.0,7.0,0,30.0,9508,69035
XXXX,56.0,2,S,30,1.0,4.0,2.0,3,97.0,9512,155564
XXXX,,2,R,18,,2.0,3.0,6,119.0,9601,98123
XXXX,65.0,1,S,30,,4.0,9.0,9,120.0,9511,109928
XXXX,74.0,3,C,30,1.0,5.0,0.0,3,80.0,9512,49436
XXXX,69.0,2,U,18,,2.0,6.0,9,57.0,9602,106744
XXXX,66.0,1,T,30,,4.0,8.0,0,102.0,9512,63060
XXXX,30.0,1,U,30,,6.0,,0,15.0,9511,153472
XXXX,93.0,1,C,30,,2.0,9.0,8,83.0,9507,69113
XXXX,45.0,3,C,30,,7.0,1.0,20,122.0,9510,62447
XXXX,,2,T,18,,,,0,20.0,9602,170736
XXXX,77.0,1,C,30,,,,0,75.0,9512,58655
XXXX,76.0,2,S,18,,4.0,,0,293.0,9603,3841
XXXX,30.0,2,T,18,,,,0,93.0,9603,115218
XXXX,72.0,1,T,30,,2.0,6.0,20,103.0,9512,87479
XXXX,84.0,2,T,4,,2.0,2.0,4,232.0,9702,2349
XXXX,70.0,3,U,30,,,,0,148.0,9506,150821
XXXX,,1,C,4,,,,0,100.0,9702,189019
XXXX,,1,U,30,,,,0,15.0,9509,117121
XXXX,63.0,1,U,30,,4.0,6.0,6,99.0,9505,163838
XXXX,63.0,3,R,18,,1.0,,0,151.0,9602,20386
XXXX,48.0,1,S,30,,,,0,52.0,9504,158311
XXXX,81.0,3,C,30,,,,0,200.0,9511,8455
XXXX,,2,R,18,,,,0,20.0,9602,29041
XXXX,,1,R,30,,,,0,20.0,9509,155913
XXXX,68.0,1,C,30,,4.0,7.0,0,114.0,9511,152209
XXXX,,3,S,30,,,,0,78.0,9508,141813
XXXX,72.0,2,C,18,,2.0,7.0,1,66.0,9602,30353
XXXX,62.0,2,U,30,,6.0,,0,109.0,9509,151877
XXXX,,1,T,30,,,,0,89.0,9512,150101
XXXX,28.0,2,R,18,1.0,4.0,3.0,0,35.0,9603,13625
XXXX,74.0,3,C,30,,2.0,5.0,38,55.0,9506,91183
XXXX,32.0,2,T,30,1.0,6.0,8.0,2,51.0,9509,110156
XXXX,49.0,1,T,30,,7.0,,0,55.0,9511,18780
XXXX,39.0,1,T,30,3.0,7.0,,0,115.0,9512,24222
XXXX,66.0,3,S,18,,3.0,1.0,13,100.0,9602,100457
XXXX,51.0,1,C,30,,,,0,91.0,9511,42205
XXXX,82.0,3,R,30,,,,0,106.0,9511,49153
XXXX,46.0,2,T,30,,2.0,,0,117.0,9505,64256
XXXX,,3,S,30,,1.0,4.0,6,141.0,9508,149950
XXXX,85.0,3,S,18,,1.0,2.0,7,244.0,9602,89059
XXXX,,3,R,18,,4.0,1.0,0,31.0,9603,22814
XXXX,,2,S,30,,,,0,292.0,9511,100136
XXXX,,2,C,30,,2.0,7.0,0,52.0,9505,20010
XXXX,,2,R,18,,4.0,,0,20.0,9602,17167
XXXX,80.0,2,T,18,,2.0,8.0,7,110.0,9602,57146
XXXX,48.0,,,30,,5.0,2.0,0,169.0,9511,67279
XXXX,52.0,3,S,18,,3.0,3.0,5,220.0,9601,61389
XXXX,26.0,2,T,30,,1.0,,0,23.0,9511,109553
XXXX,93.0,2,S,30,,4.0,5.0,1,82.0,9506,92430
XXXX,50.0,2,R,30,1.0,4.0,5.0,6,79.0,9512,48826
XXXX,74.0,3,T,30,,1.0,6.0,1,150.0,9509,111489
XXXX,52.0,2,T,18,,2.0,,0,25.0,9602,126121
XXXX,56.0,1,C,30,,5.0,8.0,14,135.0,9506,108895
XXXX,67.0,1,S,30,,7.0,,0,254.0,9504,38066
XXXX,87.0,2,R,30,,2.0,4.0,11,108.0,9505,105681
XXXX,52.0,3,T,30,1.0,6.0,1.0,12,62.0,9510,114008
XXXX,78.0,2,T,30,,5.0,3.0,0,25.0,9511,44673
XXXX,80.0,1,S,18,,5.0,8.0,10,20.0,9602,174184
XXXX,55.0,3,R,18,,2.0,3.0,0,135.0,9603,54789
XXXX,,3,R,30,,,,0,162.0,9508,30821
XXXX,,3,C,18,,,,0,85.0,9602,1572
XXXX,,1,C,30,,5.0,9.0,4,56.0,9506,101857
XXXX,89.0,1,T,30,,7.0,9.0,22,80.0,9511,73869
XXXX,91.0,2,T,30,,,,0,232.0,9512,40183
XXXX,71.0,3,S,30,,1.0,2.0,7,234.0,9512,182120
XXXX,39.0,2,T,30,,5.0,,0,57.0,9506,25737
XXXX,,1,U,30,,,,0,15.0,9509,94339
XXXX,50.0,1,C,30,2.0,6.0,8.0,19,41.0,9511,122424
XXXX,39.0,2,U,30,2.0,5.0,6.0,8,30.0,9509,93792
XXXX,72.0,3,T,30,,2.0,3.0,4,74.0,9512,122413
XXXX,67.0,2,C,4,,,,0,129.0,9702,189303
XXXX,65.0,3,S,30,3.0,3.0,5.0,5,128.0,9506,119357
XXXX,,1,U,18,,6.0,9.0,1,88.0,9601,147220
XXXX,1.0,3,C,30,,1.0,2.0,2,177.0,9512,7430
XXXX,,2,T,30,,1.0,4.0,8,85.0,9504,73011
XXXX,,1,U,30,1.0,4.0,,0,45.0,9504,163425
XXXX,48.0,2,U,30,1.0,6.0,4.0,5,20.0,9509,128980
XXXX,,1,S,18,,7.0,,0,125.0,9601,11798
XXXX,52.0,2,S,18,,2.0,4.0,2,38.0,9603,77814
XXXX,46.0,1,C,30,,7.0,9.0,40,174.0,9508,164445
XXXX,,1,C,30,,,,0,38.0,9510,49693
XXXX,73.0,2,R,5,,5.0,2.0,0,241.0,9701,2449
XXXX,63.0,1,C,30,,1.0,6.0,4,68.0,9510,83537
XXXX,70.0,2,R,18,,1.0,0.0,0,25.0,9602,142015
XXXX,56.0,2,T,18,,5.0,2.0,8,273.0,9601,7815
XXXX,46.0,2,R,30,,2.0,7.0,0,100.0,9512,75548
XXXX,51.0,1,U,30,1.0,7.0,7.0,17,52.0,9505,146413
XXXX,,1,U,30,,,,0,20.0,9509,158066
XXXX,79.0,2,R,30,,1.0,3.0,24,20.0,9509,75386
XXXX,37.0,3,T,30,,4.0,4.0,1,46.0,9510,139110
XXXX,70.0,3,C,30,,2.0,,0,15.0,9512,50761
XXXX,40.0,3,C,18,3.0,3.0,3.0,4,20.0,9603,64051
XXXX,55.0,2,S,30,,,,0,72.0,9504,168076
XXXX,86.0,1,R,18,,3.0,,0,206.0,9602,7699
XXXX,74.0,3,C,30,,5.0,1.0,1,36.0,9512,49500
XXXX,92.0,3,S,18,,1.0,,0,62.0,9603,31861
XXXX,73.0,3,R,18,,2.0,4.0,0,68.0,9603,21123
XXXX,49.0,1,S,30,,6.0,9.0,1,75.0,9511,53397
XXXX,33.0,4,U,30,,3.0,4.0,4,81.0,9510,121107
XXXX,71.0,1,C,18,1.0,4.0,,0,156.0,9601,142221
XXXX,,2,T,30,,5.0,,0,15.0,9506,154032
XXXX,88.0,2,S,18,,1.0,8.0,5,168.0,9602,102438
XXXX,81.0,2,C,18,,5.0,6.0,20,95.0,9602,128615
XXXX,57.0,1,C,18,,7.0,9.0,14,185.0,9601,92678
XXXX,76.0,1,U,30,,6.0,9.0,10,175.0,9512,104737
XXXX,83.0,2,R,18,,1.0,,0,540.0,9601,56043
XXXX,54.0,3,U,18,,4.0,3.0,4,178.0,9602,94323
XXXX,55.0,2,C,18,,3.0,7.0,8,104.0,9603,23535
XXXX,,3,S,30,,,,0,60.0,9511,82098
XXXX,53.0,3,C,30,,2.0,,0,68.0,9505,53387
XXXX,43.0,1,S,18,,5.0,9.0,6,77.0,9602,40575
XXXX,,3,C,18,,1.0,1.0,3,54.0,9610,13967
XXXX,70.0,1,S,30,2.0,5.0,8.0,2,202.0,9512,39171
XXXX,92.0,,,30,,1.0,1.0,2,99.0,9504,101418
XXXX,,2,R,18,,5.0,,0,42.0,9601,97569
XXXX,,2,R,30,,2.0,4.0,0,72.0,9504,112047
XXXX,51.0,2,R,30,,,,0,248.95,9509,31469
XXXX,89.0,1,S,30,,,,0,151.0,9509,88488
XXXX,67.0,2,U,30,,6.0,6.0,8,340.0,9507,7694
XXXX,,2,R,30,,,,0,30.0,9511,133263
XXXX,63.0,2,R,18,,1.0,3.0,6,31.0,9602,70746
XXXX,86.0,3,U,30,,2.0,1.0,21,95.0,9511,130505
XXXX,48.0,2,S,30,1.0,6.0,,0,104.0,9512,73813
XXXX,57.0,2,R,30,,1.0,3.0,23,152.0,9509,118330
XXXX,,3,C,18,,,,0,35.0,9601,16513
XXXX,63.0,2,S,30,,4.0,4.0,22,25.0,9510,169266
XXXX,82.0,2,C,18,,,,0,116.0,9603,43336
XXXX,,3,C,30,,3.0,1.0,4,91.0,9512,62964
XXXX,85.0,2,R,30,,5.0,1.0,7,215.0,9505,51189
XXXX,89.0,3,C,18,,,,0,117.0,9601,45494
XXXX,77.0,1,S,18,,6.0,9.0,27,62.0,9603,13896
XXXX,79.0,2,R,18,,2.0,5.0,2,105.0,9602,77804
XXXX,,2,U,30,,,,0,107.0,9508,153613
XXXX,43.0,3,U,30,2.0,5.0,4.0,6,70.0,9506,68085
XXXX,82.0,2,T,30,,5.0,4.0,17,349.0,9512,181575
XXXX,,1,C,30,,,,0,29.0,9512,27707
XXXX,,2,R,30,,4.0,2.0,0,56.0,9505,21667
XXXX,41.0,2,C,30,,4.0,5.0,1,63.0,9511,65188
XXXX,,2,R,4,,4.0,7.0,7,50.0,9702,189242
XXXX,87.0,,,30,,,,0,90.0,9506,22194
XXXX,68.0,3,U,18,,5.0,2.0,27,139.0,9603,144538
XXXX,,2,S,30,,2.0,,0,232.0,9511,170670
XXXX,84.0,3,T,30,,7.0,0.0,3,40.0,9511,26744
XXXX,73.0,2,T,18,,1.0,1.0,2,74.0,9602,99172
XXXX,42.0,2,S,30,1.0,4.0,7.0,4,35.0,9509,26146
XXXX,84.0,2,R,18,,2.0,,0,171.0,9601,97193
XXXX,46.0,1,S,30,,2.0,6.0,0,156.0,9504,84174
XXXX,40.0,2,R,18,1.0,3.0,3.0,2,27.0,9602,183149
XXXX,64.0,2,U,30,,2.0,,0,66.0,9510,158501
XXXX,89.0,2,S,18,,4.0,5.0,3,54.0,9603,139609
XXXX,48.0,1,U,30,2.0,7.0,7.0,2,58.0,9512,93846
XXXX,44.0,2,S,30,,,,0,213.0,9512,175088
XXXX,40.0,2,R,18,1.0,4.0,,0,86.0,9603,98642
XXXX,57.0,2,S,30,,4.0,,0,85.0,9512,66885
XXXX,76.0,1,S,30,,7.0,,0,59.1,9503,25687
XXXX,,2,S,30,,,,0,26.0,9512,146602
XXXX,,2,R,30,,3.0,,0,527.0,9507,6792
XXXX,89.0,2,R,18,,,,0,189.0,9603,76857
