STATE,TIMEDIFF,SESNEI,UCITY,AGE,MDMAUD,DOMAIN,CLUSTER,HOMEOWNR,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,RAMNTALL,LASTGIFT,LASTDATE,TIMELAG,AVGGIFT,CONTROLN
IN,20,1,S,,XXXX,S1,13.0,H,,7.0,M,9.0,1,125.0,25.0,9510,5.0,25.0,91000
IL,26,1,T,47.0,XXXX,T1,34.0,H,,7.0,F,7.0,1,216.0,19.0,9504,5.0,14.4,97254
MI,19,2,R,,XXXX,R2,49.0, ,,,M,,0,123.0,6.0,9511,2.0,6.15,71217
NC,16,1,C,75.0,XXXX,C1,24.0, ,,, ,,0,93.0,10.0,9602,7.0,9.3,22301
IL,20,1,C,50.0,XXXX,C1,24.0,U,,4.0,F,8.0,3,81.0,25.0,9510,6.0,13.5,89553
FL,18,1,S,,XXXX,S1,15.0, ,,,F,,0,40.0,15.0,9512,7.0,10.0,153653
AZ,24,3,R,25.0,XXXX,R3,52.0,H,,4.0,M,1.0,2,136.0,10.0,9506,3.0,9.0666666667,137382
IA,17,2,R,,XXXX,R2,49.0,U,,3.0,M,,0,42.0,20.0,9601,11.0,14.0,76488
MI,26,3,C,68.0,XXXX,C3,32.0,H,,1.0,F,,0,62.0,16.0,9504,11.0,15.5,69216
IN,17,3,S,45.0,XXXX,S3,21.0,H,1.0,5.0,F,4.0,3,25.0,15.0,9601,4.0,12.5,59915
FL,18,1,U,41.0,XXXX,U1,2.0,H,1.0,5.0,M,9.0,0,55.0,30.0,9512,11.0,27.5,39018
MO,6,1,S,68.0,XXXX,S1,12.0,H,1.0,7.0,F,9.0,0,169.0,50.0,9612,3.0,15.363636364,100533
MO,17,2,S,77.0,XXXX,S2,17.0, ,,,F,,0,104.0,5.0,9601,4.0,3.1515151515,100461
AZ,4,3,C,,XXXX,C3,33.0,U,,1.0,M,3.0,2,116.0,5.0,9702,6.0,6.8235294118,13070
MI,19,3,C,68.0,XXXX,C3,30.0,H,2.0,2.0,M,1.0,1,54.0,18.0,9511,7.0,10.8,70136
IL,15,2,U,77.0,XXXX,U2,5.0, ,,,F,,0,95.0,8.0,9603,5.0,7.3076923077,93990
GA,21,2,S,62.0,XXXX,S2,18.0,H,,5.0,F,6.0,5,28.0,7.0,9509,6.0,7.0,27651
IL,18,,,,XXXX, ,, ,,, ,,0,77.0,13.0,9512,3.0,8.5555555556,98896
TX,25,2,C,42.0,XXXX,C2,27.0,H,1.0,6.0,F,8.0,2,41.0,25.0,9505,18.0,13.666666667,119705
FL,7,2,R,83.0,XXXX,R2,48.0,H,,3.0,M,1.0,8,122.0,5.0,9611,26.0,6.4210526316,186330
TN,18,1,C,79.0,XXXX,C1,22.0,H,,6.0,F,9.0,7,427.0,25.0,9512,4.0,7.1166666667,111637
GA,24,2,S,66.0,XXXX,S2,20.0,H,,6.0,M,7.0,21,108.0,20.0,9506,4.0,10.8,28320
CA,20,1,U,,XXXX,U1,1.0, ,,,M,,0,54.0,15.0,9510,7.0,10.8,163218
TX,19,2,S,28.0,XXXX,S2,18.0,H,,4.0,M,7.0,0,93.0,13.0,9511,8.0,11.625,116280
CA,18,2,U,34.0,XXXX,U2,5.0,H,1.0,5.0,F,6.0,2,110.0,17.0,9512,3.0,11.0,149599
IL,15,2,C,70.0,XXXX,C2,28.0,H,,4.0,F,4.0,8,124.0,12.0,9603,13.0,9.5384615385,96702
NV,18,1,R,49.0,XXXX,R1,42.0, ,,,M,,0,196.0,40.0,9512,20.0,28.0,142052
MO,15,2,R,,XXXX,R2,45.0, ,,,F,,0,86.0,5.0,9603,4.0,4.7777777778,103397
NC,18,2,C,57.0,XXXX,C2,26.0,H,,3.0,F,,0,202.0,15.0,9512,3.0,13.466666667,20486
TN,17,2,R,60.0,XXXX,R2,45.0,H,,6.0,M,3.0,0,23.0,23.0,9601,,23.0,51164
CO,18,3,U,63.0,XXXX,U3,8.0,H,,2.0,M,2.0,1,70.0,15.0,9512,14.0,17.5,130079
MI,15,2,S,76.0,XXXX,S2,16.0,H,1.0,2.0,M,5.0,5,111.0,5.0,9603,5.0,7.9285714286,70203
MO,18,1,C,63.0,XXXX,C1,24.0,U,,3.0,M,8.0,10,83.0,5.0,9512,2.0,3.6086956522,100941
WA,20,2,T,39.0,XXXX,T2,40.0,H,2.0,5.0,F,,0,136.0,20.0,9510,5.0,13.6,180797
CO,18,2,C,45.0,XXXX,C2,25.0,H,2.0,4.0,M,3.0,8,20.0,15.0,9512,11.0,10.0,131708
CA,13,2,T,,XXXX,T2,40.0, ,,,F,,0,30.0,0.0,9605,0.0,15.0,3336
NC,20,2,T,61.0,XXXX,T2,40.0,H,,4.0,M,8.0,10,85.0,20.0,9510,8.0,17.0,17340
MI,17,1,S,,XXXX,S1,12.0,U,,5.0,M,,0,20.0,20.0,9601,,20.0,67329
NC,18,3,T,81.0,XXXX,T3,41.0, ,,,M,,0,150.0,25.0,9512,4.0,15.0,16013
KS,18,2,R,50.0,XXXX,R2,48.0,H,,5.0,F,,0,77.0,5.0,9512,13.0,4.2777777778,105434
MI,20,2,T,42.0,XXXX,T2,40.0,H,,6.0,M,8.0,6,412.0,20.0,9510,8.0,14.714285714,66983
WI,18,2,R,77.0,XXXX,R2,48.0,U,,1.0,M,2.0,5,53.0,10.0,9512,6.0,6.625,79737
MO,15,2,R,,XXXX,R2,45.0,H,,2.0,M,,0,119.5,25.0,9603,7.0,10.863636364,102922
CA,8,3,C,65.0,XXXX,C3,31.0,U,,2.0,M,,0,229.0,0.0,9610,11.0,6.0263157895,185518
TN,15,3,R,,XXXX,R3,51.0,U,,5.0,M,,0,33.0,6.0,9603,10.0,6.6,52352
IN,18,3,C,76.0,XXXX,C3,30.0,H,,1.0,M,2.0,7,58.0,10.0,9512,5.0,8.2857142857,59924
MO,16,3,C,77.0,XXXX,C3,31.0,H,,7.0,M,7.0,16,110.0,20.0,9602,14.0,27.5,97403
MS,18,2,T,63.0,XXXX,T2,36.0,H,,5.0,F,,0,83.0,20.0,9512,4.0,9.2222222222,155067
NM,26,2,S,39.0,XXXX,S2,20.0,H,,2.0,M,7.0,3,45.0,15.0,9504,1.0,11.25,139377
FL,15,2,C,42.0,XXXX,C2,28.0,U,,7.0,F,,0,32.0,6.0,9603,2.0,8.0,32567
CA,15,2,C,,XXXX,C2,27.0,U,,1.0,F,,0,100.0,11.0,9603,2.0,10.0,169669
FL,21,2,S,72.0,XXXX,S2,20.0,H,,1.0,F,6.0,5,25.0,25.0,9509,,25.0,37191
AZ,15,2,S,48.0,XXXX,S2,18.0,H,1.0,2.0,F,,0,22.0,12.0,9603,3.0,7.3333333333,135950
ND,25,2,T,76.0,XXXX,T2,38.0,U,,2.0,F,4.0,0,61.0,18.0,9505,13.0,10.166666667,86568
CA,16,1,T,35.0,XXXX,T1,35.0,U,,2.0,M,7.0,0,55.0,30.0,9602,17.0,27.5,154237
CA,18,2,C,38.0,XXXX,C2,25.0,H,1.0,6.0,F,,0,284.0,3.0,9512,2.0,8.875,172320
TX,16,3,R,,XXXX,R3,50.0,U,,5.0,F,4.0,0,37.0,12.0,9602,9.0,12.333333333,123671
CA,24,1,S,41.0,XXXX,S1,12.0,H,,6.0,F,7.0,5,512.0,27.0,9506,19.0,23.272727273,164736
IL,16,1,S,,XXXX,S1,12.0,H,,4.0,M,7.0,0,20.0,5.0,9602,6.0,6.6666666667,89139
CA,24,1,U,78.0,XXXX,U1,2.0,H,,6.0,M,7.0,21,580.0,25.0,9506,2.0,21.481481481,5548
GA,20,1,T,60.0,XXXX,T1,35.0,H,,7.0,M,8.0,3,20.0,20.0,9510,,20.0,29396
KY,17,3,R,79.0,C1CM,R3,51.0,H,,4.0,F,2.0,240,461.0,100.0,9601,3.0,57.625,191609
OR,15,2,S,39.0,XXXX,S2,18.0,U,,7.0,F,,0,124.0,5.0,9603,6.0,8.8571428571,176759
SC,24,2,R,68.0,XXXX,R2,47.0,H,,3.0,F,,0,160.0,25.0,9506,3.0,20.0,22694
NV,18,2,T,,XXXX,T2,40.0, ,,,F,,0,27.0,5.0,9512,6.0,3.0,140843
AZ,26,3,C,61.0,XXXX,C3,30.0, ,,, ,,0,286.0,10.0,9504,3.0,7.7297297297,177321
FL,24,1,S,,XXXX,S1,12.0, ,,,F,,0,87.0,15.0,9506,10.0,7.9090909091,190316
IN,16,2,T,,XXXX,T2,36.0,U,,2.0,F,5.0,0,127.0,8.0,9602,3.0,9.7692307692,59579
TX,18,2,T,55.0,XXXX,T2,40.0,H,,5.0,M,7.0,28,87.0,25.0,9512,10.0,14.5,119090
FL,19,2,R,62.0,XXXX,R2,43.0,H,,4.0,M,4.0,2,104.0,4.0,9511,1.0,4.3333333333,33790
FL,16,2,T,,XXXX,T2,39.0,H,,4.0,U,5.0,18,225.0,10.0,9602,13.0,14.0625,42169
FL,21,2,S,49.0,XXXX,S2,17.0, ,,,F,,0,228.0,16.0,9509,4.0,13.411764706,39040
MN,4,1,S,54.0,XXXX,S1,11.0,H,,2.0,M,8.0,10,137.0,10.0,9702,9.0,8.0588235294,186394
WI,18,2,R,44.0,XXXX,R2,49.0,U,1.0,3.0,F,4.0,3,55.0,10.0,9512,5.0,13.75,80877
CA,19,1,S,,XXXX,S1,13.0, ,,,M,,0,75.0,50.0,9511,14.0,37.5,153783
NC,17,1,S,44.0,XXXX,S1,13.0, ,,,F,,0,150.0,35.0,9601,38.0,25.0,41690
IL,19,1,U,,XXXX,U1,1.0,U,,6.0,F,3.0,1,40.0,20.0,9511,2.0,20.0,93599
CA,17,3,S,,XXXX,S3,21.0, ,,,F,,0,15.0,15.0,9601,,15.0,151529
CA,20,1,U,70.0,XXXX,U1,2.0,H,,6.0,U,9.0,0,30.0,10.0,9510,29.0,10.0,147129
CA,17,3,S,,XXXX,S3,21.0, ,,,M,,0,20.0,20.0,9601,,20.0,153935
TX,17,1,U,95.0,XXXX,U1,3.0,U,,6.0,F,9.0,0,110.0,50.0,9601,13.0,15.714285714,1327
TN,16,2,T,,XXXX,T2,39.0,U,,5.0,M,7.0,1,88.0,6.0,9602,4.0,6.2857142857,50628
AR,16,2,S,50.0,XXXX,S2,18.0,H,,5.0,M,,0,25.0,25.0,9602,,25.0,111665
FL,20,,,,XXXX, ,, ,,,F,,0,110.0,3.0,9510,4.0,6.875,102366
FL,20,4,U,,XXXX,U4,10.0, ,,, ,,0,20.0,20.0,9510,,20.0,41138
MO,27,2,R,,XXXX,R2,43.0,U,,1.0,F,,0,167.0,24.0,9503,7.0,8.35,102008
KS,19,2,R,61.0,XXXX,R2,46.0, ,,,M,,0,51.0,20.0,9511,13.0,12.75,105658
IL,26,1,S,73.0,XXXX,S1,15.0,H,1.0,2.0,M,6.0,46,80.0,30.0,9504,4.0,20.0,88212
CO,20,1,S,34.0,XXXX,S1,13.0,H,,7.0,F,,0,20.0,20.0,9510,,20.0,130202
LA,19,1,S,63.0,XXXX,S1,13.0,H,,2.0,M,4.0,0,92.0,25.0,9511,27.0,15.333333333,190677
IL,18,4,U,41.0,XXXX,U4,10.0,H,,7.0,F,0.0,4,115.0,25.0,9512,5.0,28.75,92782
MN,18,2,T,39.0,XXXX,T2,40.0,H,,5.0,M,7.0,1,89.0,17.0,9512,9.0,8.0909090909,82346
SD,17,1,T,80.0,XXXX,T1,34.0,H,,2.0,M,8.0,37,91.0,8.0,9601,16.0,6.0666666667,86166
MI,24,3,S,50.0,XXXX,S3,21.0,H,1.0,6.0,F,2.0,2,30.0,20.0,9506,12.0,15.0,73385
MI,15,2,S,42.0,XXXX,S2,18.0,H,2.0,4.0,M,,0,47.0,10.0,9603,7.0,9.4,64868
IL,19,2,S,44.0,XXXX,S2,16.0,H,,7.0,M,8.0,0,77.0,25.0,9511,5.0,12.833333333,77838
WA,18,2,T,34.0,XXXX,T2,40.0,H,,2.0,M,,0,116.0,10.0,9512,3.0,8.9230769231,181255
IL,20,3,U,40.0,XXXX,U3,9.0,U,,1.0,F,,0,128.0,12.0,9510,13.0,9.8461538462,94611
SC,15,2,S,64.0,XXXX,S2,16.0,H,,4.0,F,7.0,13,140.72,10.0,9603,12.0,8.2776470588,23469
MO,19,3,R,82.0,XXXX,R3,53.0,U,,1.0,M,1.0,0,30.0,20.0,9511,9.0,15.0,103839
MO,16,2,R,60.0,XXXX,R2,43.0,H,,4.0,M,3.0,0,87.0,20.0,9602,13.0,7.9090909091,103705
IN,24,2,S,80.0,XXXX,S2,17.0,U,,1.0,F,4.0,1,113.0,16.0,9506,4.0,10.272727273,64131
MI,19,3,S,62.0,XXXX,S3,21.0,H,,5.0,M,4.0,1,36.0,20.0,9511,12.0,12.0,64945
AR,15,2,T,67.0,XXXX,T2,39.0,U,,4.0,M,7.0,14,64.0,25.0,9603,6.0,10.666666667,111362
MI,16,2,S,39.0,XXXX,S2,18.0,U,,4.0,F,8.0,0,112.0,16.0,9602,1.0,9.3333333333,68870
MI,26,1,S,,XXXX,S1,13.0,U,,6.0,F,9.0,0,165.0,15.0,9504,2.0,10.3125,68551
NC,15,2,R,,XXXX,R2,49.0, ,,,M,,0,144.0,10.0,9603,10.0,13.090909091,190352
TX,16,2,T,70.0,XXXX,T2,36.0,U,1.0,7.0,M,,0,186.0,20.0,9602,2.0,10.941176471,118505
MI,16,4,U,75.0,XXXX,U4,10.0,H,1.0,2.0,M,1.0,2,103.0,11.0,9602,4.0,11.444444444,67638
MI,15,1,S,,XXXX,S1,12.0, ,,,F,,0,20.0,20.0,9603,,20.0,68805
IL,17,4,U,68.0,XXXX,U4,10.0,U,,2.0,F,0.0,0,79.0,6.0,9601,12.0,4.9375,94108
MS,18,1,C,,XXXX,C1,24.0,H,2.0,6.0,M,9.0,5,100.0,20.0,9512,5.0,10.0,54591
TN,15,1,S,62.0,XXXX,S1,11.0, ,,,F,,0,175.0,20.0,9603,7.0,13.461538462,11108
MI,18,2,S,38.0,XXXX,S2,18.0,U,,3.0,F,8.0,1,20.0,20.0,9512,,20.0,65727
CA,21,1,S,,XXXX,S1,14.0, ,,,M,,0,166.0,18.0,9509,3.0,13.833333333,157459
MN,18,2,C,70.0,XXXX,C2,27.0,H,,7.0,F,4.0,0,141.0,10.0,9512,4.0,7.4210526316,85259
CA,26,1,C,47.0,XXXX,C1,24.0,U,,2.0,F,,0,163.0,26.0,9504,7.0,13.583333333,148155
AR,16,2,T,82.0,XXXX,T2,36.0, ,,7.0,M,1.0,11,20.0,20.0,9602,,20.0,189856
CA,18,1,R,82.0,XXXX,R1,42.0,H,,6.0,F,4.0,0,38.0,10.0,9512,14.0,6.3333333333,171362
CA,19,3,U,74.0,XXXX,U3,8.0,U,,1.0,F,,0,66.0,15.0,9511,12.0,11.0,145192
FL,16,3,C,,XXXX,C3,33.0, ,,, ,,0,34.0,12.0,9602,6.0,11.333333333,187304
SC,16,2,S,48.0,XXXX,S2,16.0,H,2.0,5.0,M,7.0,10,215.0,25.0,9602,5.0,21.5,23094
FL,24,2,S,71.0,XXXX,S2,18.0,H,,6.0,M,4.0,8,20.0,20.0,9506,,20.0,33101
KS,21,2,T,56.0,XXXX,T2,36.0,H,,3.0,M,2.0,1,42.0,15.0,9509,12.0,10.5,105386
CA,25,4,U,,XXXX,U4,10.0, ,,,F,,0,30.0,15.0,9505,0.0,6.0,161349
MN,16,,,,XXXX, ,,H,,2.0,M,2.0,0,68.0,5.0,9602,5.0,4.5333333333,84869
CA,25,1,S,72.0,XXXX,S1,13.0,H,,6.0,M,8.0,12,134.0,25.0,9505,4.0,13.4,158132
TX,18,2,C,,XXXX,C2,27.0, ,,,F,,0,22.0,10.0,9512,5.0,7.3333333333,122974
WI,23,2,T,86.0,XXXX,T2,36.0,H,,2.0,F,4.0,4,81.0,5.0,9507,5.0,2.8928571429,80803
MD,25,1,T,,XXXX,T1,35.0, ,,,F,,0,90.0,30.0,9505,13.0,18.0,15882
NC,18,1,T,56.0,XXXX,T1,34.0,H,,5.0,M,,0,55.0,20.0,9512,22.0,18.333333333,15122
OR,16,2,T,46.0,XXXX,T2,37.0,H,1.0,4.0,F,,0,56.0,13.0,9602,24.0,9.3333333333,177977
OR,19,2,S,47.0,XXXX,S2,18.0,H,1.0,7.0,M,,0,302.0,14.0,9511,16.0,9.4375,176765
NC,20,3,C,55.0,XXXX,C3,30.0,U,,5.0,F,,0,164.0,10.0,9510,2.0,10.25,18733
MI,19,2,T,87.0,XXXX,T2,40.0,U,,1.0,F,7.0,1,78.0,17.0,9511,11.0,13.0,73239
SC,16,2,T,67.0,XXXX,T2,36.0, ,,, ,,0,194.0,10.0,9602,2.0,9.7,189486
NC,19,1,T,,XXXX,T1,35.0,H,,7.0,J,9.0,3,41.0,15.0,9511,3.0,13.666666667,16955
WI,21,2,R,,XXXX,R2,45.0,H,1.0,5.0,M,,0,30.0,20.0,9509,12.0,15.0,81010
TX,15,1,S,72.0,XXXX,S1,11.0,H,,6.0,F,9.0,20,172.0,21.0,9603,8.0,12.285714286,125194
AZ,26,2,U,74.0,XXXX,U2,6.0,H,,2.0,M,6.0,6,78.0,15.0,9504,1.0,8.6666666667,135395
CA,18,1,S,,XXXX,S1,14.0, ,,,F,,0,156.0,15.0,9512,8.0,8.6666666667,153594
OR,15,2,T,,XXXX,T2,39.0,H,1.0,7.0,U,7.0,6,94.0,10.0,9603,11.0,11.75,175172
AR,21,3,R,77.0,XXXX,R3,50.0,U,,3.0,F,0.0,1,72.0,15.0,9509,8.0,7.2,111046
AL,18,1,T,43.0,XXXX,T1,34.0,H,3.0,5.0,M,8.0,6,91.0,12.0,9512,3.0,9.1,48953
AZ,26,1,S,59.0,XXXX,S1,12.0,H,,6.0,M,9.0,4,95.0,20.0,9504,11.0,10.555555556,136974
WA,18,1,S,82.0,XXXX,S1,13.0,H,,4.0,M,,0,138.0,15.0,9512,10.0,12.545454545,183983
CA,22,1,T,,XXXX,T1,35.0,U,1.0,6.0,U,,0,63.0,21.0,9508,3.0,21.0,167510
IA,15,2,R,69.0,XXXX,R2,45.0,U,,6.0,F,3.0,15,103.0,16.0,9603,27.0,11.444444444,75574
FL,26,1,T,72.0,XXXX,T1,35.0,H,,3.0,M,,0,78.0,16.0,9504,9.0,11.142857143,46524
CA,21,2,R,70.0,XXXX,R2,46.0,H,,3.0,F,,0,15.0,15.0,9509,,15.0,159497
TN,21,3,T,42.0,XXXX,T3,41.0,H,1.0,5.0,F,3.0,1,15.0,15.0,9509,,15.0,50368
AL,15,1,S,68.0,XXXX,S1,12.0,H,,7.0,M,8.0,7,58.0,23.0,9603,3.0,19.333333333,47269
NC,16,2,T,,XXXX,T2,38.0,U,,2.0,F,,0,205.0,10.0,9602,4.0,3.8679245283,7386
CA,19,1,S,72.0,XXXX,S1,13.0,H,1.0,7.0,M,9.0,1,32.0,15.0,9511,9.0,10.666666667,164464
CO,21,2,R,62.0,XXXX,R2,44.0,H,,7.0,F,,0,114.0,10.0,9509,6.0,8.7692307692,132162
FL,20,1,U,44.0,XXXX,U1,2.0,H,2.0,7.0,F,9.0,14,20.0,20.0,9510,,20.0,37686
MN,15,2,R,41.0,XXXX,R2,45.0,H,1.0,4.0,M,1.0,1,51.0,17.0,9603,14.0,10.2,84662
NC,20,2,T,50.0,XXXX,T2,39.0,H,1.0,5.0,M,6.0,12,20.0,5.0,9510,3.0,10.0,21372
WI,5,2,T,,XXXX,T2,36.0, ,,,F,,0,181.0,3.0,9701,0.0,3.9347826087,80245
MN,25,1,T,65.0,XXXX,T1,34.0,U,,2.0,M,5.0,25,279.0,15.0,9505,5.0,9.3,82339
LA,16,3,T,83.0,XXXX,T3,41.0, ,,,M,,0,110.0,20.0,9602,14.0,13.75,108627
MI,15,2,R,41.0,XXXX,R2,49.0,H,2.0,6.0,F,3.0,2,95.0,15.0,9603,8.0,9.5,70937
AL,20,2,S,37.0,XXXX,S2,16.0,H,2.0,6.0,M,7.0,22,87.0,6.0,9510,2.0,7.25,49517
CA,18,2,S,49.0,XXXX,S2,20.0,U,1.0,1.0,F,5.0,21,299.0,15.0,9512,4.0,14.238095238,1471
WA,15,1,T,28.0,XXXX,T1,35.0,H,,5.0,F,,0,15.0,15.0,9603,,15.0,181386
IL,19,1,C,72.0,XXXX,C1,23.0,H,,5.0,F,7.0,12,30.0,20.0,9511,26.0,15.0,92358
CA,16,3,C,78.0,XXXX,C3,33.0,H,,1.0,M,,0,131.0,3.0,9602,16.0,6.55,155751
GA,18,2,C,80.0,XXXX,C2,27.0,H,,4.0,F,6.0,1,37.0,7.0,9512,1.0,5.2857142857,27838
MS,20,1,T,37.0,XXXX,T1,34.0, ,,,M,,0,90.0,15.0,9510,7.0,9.0,55896
CO,16,1,S,47.0,XXXX,S1,12.0,H,1.0,3.0,F,8.0,2,63.01,4.0,9602,5.0,3.1505,131770
KS,17,3,R,75.0,XXXX,R3,51.0, ,,,M,,0,59.0,15.0,9601,11.0,11.8,106247
CA,20,3,C,74.0,XXXX,C3,30.0,H,,1.0,F,,0,15.0,15.0,9510,,15.0,169015
TX,21,1,C,,XXXX,C1,22.0,U,,2.0,M,,0,131.0,16.0,9509,10.0,14.555555556,124428
CA,24,1,S,77.0,XXXX,S1,14.0,H,,7.0,F,9.0,11,118.0,12.0,9506,3.0,7.375,148548
CA,16,4,U,,XXXX,U4,10.0, ,,,F,,0,28.0,28.0,9602,,28.0,168658
WA,18,2,R,72.0,XXXX,R2,49.0,H,,2.0,F,,0,99.0,25.0,9512,4.0,16.5,183655
LA,19,2,T,68.0,XXXX,T2,36.0,U,1.0,1.0,F,,0,89.0,13.0,9511,3.0,8.9,110012
MN,15,1,C,64.0,XXXX,C1,22.0,H,,4.0,F,7.0,0,86.0,6.0,9603,3.0,9.5555555556,83859
AR,21,3,R,58.0,XXXX,R3,53.0,H,,4.0,F,,0,98.0,8.0,9509,2.0,7.5384615385,112014
WA,20,1,S,35.0,XXXX,S1,13.0,H,,7.0,M,9.0,3,49.0,25.0,9510,11.0,8.1666666667,179976
FL,16,2,C,50.0,XXXX,C2,28.0,H,,5.0,M,7.0,10,48.0,17.0,9602,5.0,12.0,35394
CA,16,2,T,,XXXX,T2,37.0, ,,,F,,0,198.0,12.0,9602,4.0,10.421052632,156202
MO,16,1,T,57.0,XXXX,T1,34.0,H,,7.0,M,8.0,0,57.0,10.0,9602,12.0,9.5,103325
GA,20,2,R,,XXXX,R2,44.0,H,,4.0,F,4.0,4,20.0,20.0,9510,,20.0,31249
FL,19,3,R,,XXXX,R3,52.0, ,,,F,,0,57.0,17.0,9511,16.0,11.4,40608
SD,17,2,C,,XXXX,C2,25.0,U,,1.0,F,,0,20.0,20.0,9601,,20.0,85942
WI,21,3,U,67.0,XXXX,U3,9.0,H,,4.0,M,1.0,7,40.0,25.0,9509,10.0,20.0,78502
GA,16,2,R,41.0,XXXX,R2,43.0, ,,,M,,0,35.0,9.0,9602,10.0,7.0,26559
HI,20,1,U,70.0,XXXX,U1,2.0,U,,4.0,F,5.0,3,18.0,18.0,9510,,18.0,174022
CA,15,1,U,33.0,XXXX,U1,1.0, ,,,F,,0,19.0,4.0,9603,2.0,9.5,145258
TX,23,1,C,59.0,XXXX,C1,24.0,H,,5.0,M,8.0,2,163.0,15.0,9507,2.0,11.642857143,127860
TX,17,2,R,,XXXX,R2,49.0, ,,,M,,0,45.0,25.0,9601,12.0,22.5,124796
CA,22,2,U,84.0,XXXX,U2,5.0,H,,5.0,M,7.0,52,25.0,25.0,9508,,25.0,143348
CA,6,1,C,58.0,XXXX,C1,23.0,H,,7.0,J,,0,952.0,100.0,9612,13.0,38.08,14456
MI,16,2,R,42.0,XXXX,R2,44.0,U,,2.0,F,,0,15.0,15.0,9602,,15.0,73541
OR,17,2,T,,XXXX,T2,39.0, ,,, ,,0,80.0,20.0,9601,14.0,26.666666667,134194
MO,21,2,T,62.0,XXXX,T2,36.0,H,,4.0,M,,0,20.0,20.0,9509,,20.0,101944
FL,22,2,C,45.0,XXXX,C2,25.0,H,,3.0,F,6.0,0,179.0,20.0,9508,7.0,13.769230769,39476
TX,19,2,S,,XXXX,S2,19.0, ,,,M,,0,20.0,20.0,9511,,20.0,124776
FL,19,1,S,68.0,XXXX,S1,14.0,H,,6.0,M,9.0,5,78.0,18.0,9511,14.0,13.0,36222
IL,15,2,T,83.0,XXXX,T2,36.0,H,,1.0,F,0.0,6,15.0,15.0,9603,,15.0,98914
NC,15,2,R,67.0,XXXX,R2,47.0,H,1.0,3.0,U,2.0,3,75.0,11.0,9603,8.0,9.375,20187
MI,18,1,T,54.0,XXXX,T1,35.0,H,,1.0,F,9.0,14,53.0,5.0,9512,2.0,10.6,86144
AZ,18,2,S,,XXXX,S2,18.0, ,,,F,,0,36.0,11.0,9512,3.0,12.0,187401
IA,16,2,T,63.0,XXXX,T2,40.0,H,,7.0,M,9.0,0,119.0,8.0,9602,9.0,10.818181818,74947
NV,19,3,S,41.0,XXXX,S3,21.0, ,,,F,,0,356.0,16.0,9511,4.0,14.24,6160
TX,15,2,U,72.0,XXXX,U2,4.0,H,,4.0,F,1.0,2,171.0,5.0,9603,2.0,9.5,127428
NC,21,1,S,,XXXX,S1,11.0,U,,5.0,M,,0,18.0,18.0,9509,,18.0,16636
GA,26,1,C,71.0,XXXX,C1,22.0,H,,6.0,M,9.0,17,31.0,19.0,9504,15.0,10.333333333,26058
TN,23,2,S,78.0,XXXX,S2,16.0,U,,1.0,M,,0,97.0,5.0,9507,1.0,4.4090909091,50958
FL,10,1,C,,XXXX,C1,23.0,U,,7.0,M,3.0,2,39.0,5.0,9608,2.0,7.8,185724
IL,26,1,T,,XXXX,T1,35.0,H,1.0,7.0,F,8.0,1,320.07,25.0,9504,4.0,13.916086957,1250
CA,18,1,U,49.0,XXXX,U1,2.0,H,,4.0,M,,0,57.0,27.0,9512,13.0,19.0,168471
AL,18,2,R,,XXXX,R2,43.0,U,,1.0,F,6.0,3,85.0,15.0,9512,8.0,12.142857143,47596
HI,19,2,R,,XXXX,R2,43.0, ,,, ,,0,15.0,15.0,9511,,15.0,173564
KS,8,3,U,89.0,XXXX,U3,9.0,H,,1.0,F,8.0,13,84.0,6.0,9610,13.0,4.4210526316,12101
CA,20,2,T,62.0,XXXX,T2,36.0, ,,,F,,0,35.0,15.0,9510,6.0,11.666666667,154515
CA,18,1,U,78.0,XXXX,U1,3.0,U,,1.0,M,,0,62.0,8.0,9512,8.0,6.8888888889,149273
OK,18,2,C,78.0,XXXX,C2,25.0, ,,5.0,M,1.0,3,75.0,15.0,9512,10.0,9.375,190846
CA,24,1,U,,XXXX,U1,2.0, ,,, ,,0,125.0,10.0,9506,37.0,9.6153846154,163179
FL,19,1,T,72.0,XXXX,T1,35.0, ,,,F,,0,116.0,27.0,9511,3.0,23.2,39310
GA,24,3,T,44.0,XXXX,T3,41.0,U,,2.0,F,,0,56.73,20.0,9506,15.0,11.346,26655
NM,15,2,T,,XXXX,T2,39.0, ,,,F,,0,161.0,11.0,9603,4.0,7.6666666667,139780
IL,18,1,S,,XXXX,S1,12.0,H,,4.0,J,7.0,0,29.0,15.0,9512,10.0,9.6666666667,91903
IL,18,3,U,54.0,XXXX,U3,8.0,H,,5.0,F,,0,72.0,25.0,9512,9.0,14.4,94208
AR,24,3,R,,XXXX,R3,53.0,U,,3.0,F,1.0,0,25.0,15.0,9506,10.0,8.3333333333,112088
AZ,16,1,C,85.0,XXXX,C1,23.0,U,,4.0,F,7.0,1,255.5,15.0,9602,8.0,10.645833333,137349
NC,22,2,R,54.0,XXXX,R2,46.0,H,,7.0,F,,0,40.0,25.0,9508,8.0,20.0,18375
CA,15,4,U,,XXXX,U4,10.0, ,,,M,,0,158.0,11.0,9603,8.0,12.153846154,143330
FL,22,2,C,,XXXX,C2,26.0,H,,2.0,F,1.0,10,363.0,10.0,9508,13.0,22.6875,34307
